 	oocyte	sperm	placenta	trophoblast stem cell	episc	esc	HSC	Common Lymphoid Progenitor (CLP)	Common Myeloid Progenitor (CMP)	Granulocyte-Monocyte Progenitor (GMP)	Megakaryocyte-Erythroid Progenitor (MEP)	pre B Cell	B Cell	monocytes - classical	dendritic cell - plasmacytoid	macrophage	thymocyte DN	thymocyte - DP	T Cell	natural killer cells	neutrophils	microglia	erythroblast	spleen	Langerhans cell	lymph node stromal cell	medullary thymic epithelial	terminal bronchiolar epithelial cells	endothelial cell - gonad	endothelial cell - blood vessel	endothelial cell - lymphatic vessel	msc	osteoblast	keratinocyte	mef	fibroblast - cardiac	fibroblast - skin	fibroblast - thymus	myoblast	skeletal muscle	cardiomyocyte	mammary gland - lactating	adipose - white	adipose - brown	bladder	kidney	liver	lung	prostate	pituitary	thyroid	pancreas - islets	pancreas - whole	intestine - large	intestine - paneth cell	intestine - small	nsc	npc	neuron - glutamatergic	olfactory epithelium	retinal pigment epithelium	cornea	lens
Zbtb17	0.001005745	0.000421127	-0.000185767	-0.000210587	0.000555702	0.00028939	0.000239355	-6.13E-05	-0.000439202	0.000297485	0.00030644	-0.000176379	0.000550299	-0.00071598	0.000282452	-0.000412146	-0.000272579	0.000355401	-0.000282695	0.000321844	0.000513284	-0.000128339	-0.000398255	-0.000114187	-0.000283595	0.000456084	-0.000289878	-0.003356822	0.001681576	-0.000800334	-6.81E-05	0.000182233	0.000101938	-0.000560867	-0.000484836	0.001313646	0.000420468	0.000489877	0.000257381	0.000129189	0.000752935	0.00015729	-0.000209963	-0.000269101	0.000178901	0.000224891	0.000414228	0.000380234	0.000386928	-0.003627976	0.000838135	0.001296536	0.000114882	0.000230919	-5.62E-05	-6.53E-05	-0.002690579	0.000116818	0.001876689	0.001178343	-0.002310519	0.001971261	0.000398351
Zbtb2	0.000378634	-0.001669758	0.001086789	0.00036107	0.000284152	0.00028351	-0.005882718	0.002816223	0.002860603	-0.000581477	5.46E-05	0.001958678	0.000579585	-3.53E-05	0.000735859	0.000350892	0.000182804	-0.000200301	-0.000570823	0.000768571	0.000558792	0.000542796	0.000688187	-0.004299311	0.000822844	0.001039873	-0.001960026	0.002411391	-2.00E-05	0.00120618	0.001084613	0.000912769	0.000516836	0.001405325	0.001001475	0.000404458	0.000689462	0.000801969	-0.002967382	-0.000952992	-0.000343097	-0.000666719	-0.002672474	-0.000675911	-0.001220891	-0.000894086	-0.00324022	-0.001515743	0.002828625	-0.001250667	-0.00026711	-0.001902823	0.002678278	0.001814785	0.000807117	0.000849394	0.001885082	-0.002247189	-0.001358719	-0.00043445	0.001753772	-0.00353672	0.001932436
Zbtb20	0.001091694	0.001879032	-0.001974017	0.000123356	-0.000993359	-0.000530907	0.002100599	-0.006293298	0.003289168	-0.000105773	-0.004828221	0.0017127	-0.000387216	-0.001048042	0.000563642	0.002725791	0.002428342	0.001718563	8.32E-05	0.00083277	-0.000832831	-0.002855739	0.000160475	0.000995958	-0.002049078	0.000422914	-0.001832837	-0.001398622	0.001333434	0.000567806	0.00077436	0.003304157	-0.002346147	-0.002349683	-0.004428335	0.000580215	0.001927928	0.000585326	0.002720177	-0.00059845	7.24E-05	0.000126249	-0.00020143	0.000493729	0.00030055	-0.000433001	0.000929953	0.000532883	0.000796022	-0.000474856	-0.000624691	0.000403725	0.000905695	-0.000474579	0.000687124	0.000601848	0.000302959	-0.001030107	0.000646387	0.000758764	-4.51E-05	0.001012969	-0.001891043
Zbtb24	0.00130962	-0.001894886	0.001217973	0.002011367	-0.001458515	-0.001523505	1.19E-05	0.000502041	0.001479649	-0.000657089	0.000954276	-0.000142117	-0.000321421	-9.36E-05	-0.000499409	0.000195763	-0.000511429	0.001178871	-0.000169276	0.000187723	0.001001423	0.000370478	-0.002511864	5.71E-05	0.00151545	0.005158694	-0.002027705	-0.001908912	9.01E-06	-0.004788807	0.003126689	0.001236025	0.002292153	0.001794723	-0.004218734	-0.000857987	-0.001678356	-0.002986198	0.002569594	-0.002549346	-0.001960224	0.000773226	0.004416892	-0.003560332	0.001085218	0.001579696	0.001952206	-0.003685752	0.000776372	0.001190863	0.002247835	0.000883426	0.001459581	0.001750386	-0.004553365	0.000899471	-0.001416785	-0.00034219	0.000714057	0.000713229	0.00200819	-0.002279367	-0.001219635
Zbtb25	-0.000841104	-0.000851034	-0.000169959	-0.002636827	0.000842014	0.0016891	0.000611642	-0.001156937	0.000622336	0.000688474	0.000523413	-0.001060679	-0.000231258	0.000855772	0.000188062	0.002671032	-6.39E-05	0.001081604	0.000431894	0.000749383	-0.001624377	0.001410754	-0.001352756	0.001307828	0.001919474	-0.000524401	-0.000848815	0.000636975	-0.0012328	-0.001234562	-0.00100211	0.001260006	-0.003340682	0.001212085	0.00316573	-0.000806698	0.003522037	-0.002643569	-0.000830238	-0.000315946	0.001062679	0.002320399	-0.00050066	-0.001622292	-0.002811246	-0.000417328	0.000962302	-0.002885065	0.002604492	0.002338652	0.002150722	-0.002296499	-0.000686514	-0.000836504	-0.00246722	-0.000203392	0.001464179	0.000748575	-0.000300582	0.00152658	-0.002438853	-0.001845118	0.000817566
Zbtb26	-0.001009735	-0.000178467	-0.000314451	0.002334487	-0.000528984	0.000987164	4.23E-05	0.000197046	0.000822781	-0.00119146	0.001200928	-0.000709373	0.00158539	-0.00016447	0.002350927	-0.002404416	0.002626285	-0.001422476	-0.003072527	3.42E-05	0.000622904	-0.000755385	-0.001560278	0.002396382	-1.11E-05	0.001864489	-0.000117865	0.000319889	-0.000210674	-0.000753451	-0.000665024	-0.001818769	0.000392119	0.00170091	-0.002785235	0.000398533	0.000722136	-0.00104364	0.00075905	-0.001704838	-0.001588011	0.0002364	-0.003222788	0.005438971	0.003087618	-0.001307698	0.000539744	-0.001759784	-0.004194054	0.001446167	0.000850512	0.001971296	-0.000590876	0.003100312	0.001253803	-0.003087332	-0.002162007	0.00056129	0.000225252	0.001214322	-0.001334114	-0.001680871	0.00231868
Zbtb3	-0.001121279	0.000978604	0.002612555	9.40E-05	0.001518318	0.0009219	0.001828227	0.00224909	0.000450894	-0.00082645	-2.10E-05	-0.006138392	0.001710194	-0.000463042	0.000201464	0.001864727	0.000534983	0.000232771	-0.000172597	-0.000351575	-0.00025041	-0.000412659	0.002317066	0.002778069	-0.000657281	0.004594277	0.001259853	-0.000398419	-0.002065568	0.003408805	-0.004295812	0.004322202	-0.003014609	0.003252908	-0.002272921	0.002602217	-0.002486749	-0.002437367	-0.001465881	0.003035243	-0.001188377	-0.000711009	-0.00144778	-0.001365583	-0.000994391	-0.001823106	-0.000867929	-0.000429096	2.37E-05	-0.002706557	-0.000118598	0.002338104	-0.002324717	-0.000550779	3.90E-05	-0.002023757	-0.001271215	-0.000619752	0.001625171	0.002581305	0.002785877	-0.002151135	-0.001914567
Zbtb32	0.001322806	0.002142581	-0.001218846	0.00337664	0.003012595	-0.003393096	0.001103855	-0.00035623	-0.000948686	-0.00345847	-0.000350582	-0.001144503	-0.001259097	0.004467044	0.000265942	-0.002184162	0.000740602	-0.000547688	0.000470693	-0.001759259	0.000962209	-0.000385114	-0.001050603	0.004529309	0.002401641	-0.001399539	-0.0012503	0.004267141	-0.002285476	2.69E-06	0.000666589	0.000145909	-0.000844512	-0.000471583	0.000387402	0.001886219	-7.36E-05	0.000312403	-0.000207713	0.000801515	5.89E-05	-0.00029754	-0.000726591	-0.000548385	-0.000640952	-0.000183716	-0.000488823	-0.001187732	-0.000563238	0.000121953	1.15E-05	0.000143166	0.000271264	7.15E-05	0.000485977	-0.000622758	-0.000917425	-9.93E-05	-4.85E-05	-0.000199058	-0.001207097	-0.001980854	0.000440053
Zbtb33	0.000456859	0.000748067	0.000174687	0.000149621	0.00034226	-0.000339004	-0.000176464	0.000154942	0.000671495	-0.002101155	0.000563408	0.000171434	-0.00028871	-0.002236212	-9.87E-05	-0.000370082	0.000256007	0.000411588	-0.000131219	0.000614025	0.001008648	0.000464262	0.000303525	7.87E-05	0.000614911	-0.005489972	0.000407265	0.000139229	-0.000144679	0.001345378	0.000580272	0.000328915	0.000781795	-0.000179717	-0.000394781	4.12E-05	0.001583089	0.001249613	1.82E-05	0.000856196	-0.000206761	0.000561062	3.68E-05	-0.000378206	0.000122442	-0.000232201	0.000392266	-0.000107884	-0.000256163	-0.000265385	-0.000370457	-0.000315925	0.000601941	-6.89E-05	-0.000271193	7.81E-05	-0.000273816	0.000199073	0.000238247	-0.000279536	-3.06E-06	-0.000220521	-0.000209422
Zbtb34	0.000590657	-0.001796337	0.000539077	0.000414316	-0.000476375	0.000728632	-0.000447929	-8.44E-05	-4.82E-05	0.000286165	0.001118893	-0.000465575	0.000829302	0.000555129	0.000180694	0.00062184	-0.001354861	0.002442574	0.0019461	-0.005620383	0.000805809	0.000897458	0.001376585	0.000439822	0.000206013	0.00311849	-0.001055417	0.000246984	-9.41E-06	0.000718403	0.001285919	0.001884428	-0.000299618	0.000723384	0.000313842	0.000438468	0.002118551	-0.0076312	-0.004066061	-0.003529825	0.001839194	0.000229808	-0.000519301	0.002747444	0.00073205	-0.002270943	-0.001203151	0.001383235	0.001656611	0.002315171	0.001204501	0.001017711	-0.002295832	-0.000766016	-0.00193449	-0.00076899	0.000162519	0.000398333	0.000352812	-0.002414863	5.18E-05	0.000772786	0.000394855
Zbtb37	0.000734857	-0.000354372	0.001722944	0.002436268	-0.000573178	-0.002472392	0.003491657	-0.004494419	-0.004550837	0.000203571	0.004205983	0.00031611	-0.00037482	-0.001240331	0.001837487	0.002805091	-0.00465858	0.002887957	0.00209787	0.000639077	0.002323266	-0.002207339	-0.001828775	0.000553545	-0.000958933	-0.00103459	-0.000475792	0.000275492	0.001602238	-0.002847831	0.003006159	0.001977591	-0.002472729	-0.002153771	0.003949945	-0.002189913	0.000296572	-0.002568103	-0.002962297	0.002178321	0.000898121	0.003729834	0.004438797	-0.004730521	-0.003007764	0.002043054	-0.001289404	1.10E-05	-0.001315132	0.001906473	0.001792811	-0.003231172	-0.000999291	-0.002009329	0.000331825	-0.001534375	-7.38E-05	-0.00065635	0.000641032	0.000282518	-0.00035835	0.001634098	0.002086723
Zbtb38	-0.00102038	-0.002113025	0.001560802	-0.001662419	-0.000915154	-0.000934804	-0.000503463	0.002819227	0.000791219	-0.001193207	0.001828703	-0.007036723	0.001891896	-0.002921727	-0.000193906	-0.000258202	0.000579253	0.001733841	-0.000491976	3.85E-05	0.001312831	7.43E-05	-0.003297898	0.001823856	0.001229796	0.000911556	0.000746195	-6.45E-05	0.001465981	0.000211191	-0.000442074	4.75E-05	0.000562196	0.000589926	0.000943143	-0.000790518	0.00032413	-0.000902735	0.000947232	-0.000190767	-0.000104924	2.07E-05	0.000342349	-0.000372004	-0.000169761	5.79E-05	0.001215358	-0.00044314	-0.000242816	-0.000366074	0.000264893	0.000419464	0.000181803	0.000605242	0.000631132	-0.000234352	0.000153782	-0.002272875	0.000357784	-0.000114699	0.000123414	-0.000340422	0.002327183
Zbtb39	0.000534903	0.000402487	-0.000137204	-8.06E-05	0.000366063	3.05E-05	0.000255892	-0.000201468	9.74E-05	0.000143242	0.000293861	0.00016934	-0.000130247	-0.000347357	0.000127115	-0.000136424	-0.000198735	6.21E-05	-0.000259997	0.000232813	7.55E-05	0.000134992	-0.000231185	0.000412487	-0.000409873	-0.000274264	0.000114531	0.000340576	0.000692257	-0.00025747	0.000214747	-0.000402385	-1.88E-05	9.07E-05	-0.000435351	0.000729902	0.000381483	0.000282247	0.000326094	1.89E-05	-0.000179904	0.001550005	-1.92E-05	0.000294527	0.000469344	-0.000171816	0.000118693	0.000882091	0.000523217	0.000701656	-0.005015416	-0.000338111	-0.00041896	0.000149053	0.000395954	-0.000153441	-0.003995924	0.000495031	0.001223812	0.000390523	0.000826523	0.000534236	0.00039656
Zbtb4	-0.000809138	0.000379827	0.001009389	-0.001371475	-0.001071293	-0.000882208	0.001413365	-0.006979697	0.003922256	-0.003291067	-0.003326424	0.00192398	0.000336368	0.002230134	-0.00045242	0.00039277	0.00402886	0.000147996	-0.000516233	-0.000667632	-0.00037611	-0.000367451	0.001863487	0.001834316	-3.45E-05	-0.000681034	0.000386925	0.000631102	0.00094705	0.000138002	-0.000287043	0.001788211	-8.35E-05	0.000338365	0.001616823	5.26E-05	-0.000272701	-0.000452777	-0.002609531	-0.000162071	0.000102104	-0.00021411	-0.001004662	0.000200546	0.000115013	9.72E-05	0.000878671	-0.000734595	0.000453144	0.000551323	-0.000457917	-5.92E-05	0.000250795	0.002205629	0.000608494	-0.004801215	-0.001954699	-0.00142965	-0.001491882	0.001467503	0.000780693	-5.21E-05	0.0026792
Zbtb40	0.001107486	0.000291471	0.000364059	0.000177749	0.001143732	0.000238289	9.29E-06	0.00044506	4.57E-05	0.000308088	0.000217077	0.000278061	2.07E-05	-0.000837718	-4.48E-05	-0.000119317	-0.000342873	0.000420759	-0.00078077	0.000297426	-8.12E-05	-0.000156311	-0.000708801	0.000717639	0.000466429	0.00025408	-4.83E-05	-0.001357925	-0.002431637	-0.000324226	4.69E-05	-0.00472584	0.000493922	0.001297618	0.002312404	0.001908347	0.000332124	-6.39E-06	0.001640487	0.000505412	0.001077591	0.00132613	0.00029068	0.000425591	-0.004415383	0.001147443	6.50E-05	6.43E-05	0.001116244	0.001292975	0.000859059	0.000630707	0.00012026	0.001241131	-0.000980082	0.000397734	-0.000832806	-0.002296206	-0.000898496	-0.002721794	-0.00109681	-0.001518337	0.001902673
Zbtb41	0.000354003	-0.001461097	0.000110314	0.00060782	-0.003692611	0.001124852	-0.000603066	4.15E-05	0.001236409	-0.001534952	0.000832111	0.000508977	-2.51E-05	-0.00180796	-9.96E-05	-0.000551492	0.0017433	-0.003995617	0.000311686	0.002435295	-0.001186238	0.001374461	0.001179704	-0.000374636	0.001231521	0.000965844	0.001035589	-9.43E-05	7.93E-05	4.12E-05	-0.00022554	9.32E-05	0.000287433	0.000170827	-0.000441294	0.000247241	9.77E-06	-0.00086328	0.000237999	-0.000258346	-0.000765643	0.000138429	-0.000141798	0.000532611	3.39E-06	-0.000113491	-0.00027964	1.15E-05	-0.00027319	3.97E-07	-9.90E-05	0.000159531	0.000861386	7.57E-05	-0.000114066	1.64E-06	8.49E-05	0.000972405	-0.000331683	-0.0001368	0.000445094	-3.89E-05	0.000196868
Zbtb42	-6.21E-05	0.001742919	0.002556772	-0.001106352	-0.000212387	0.000432429	-0.000554078	0.000676379	0.00099066	-0.003260542	0.000770549	-0.000212295	0.000558183	0.003552251	-0.000646939	-0.00156318	0.001104001	-0.002702216	-0.002286027	0.004448305	0.001116449	-0.001324503	-0.000431863	-0.001914249	0.002391822	5.92E-05	-0.001971647	-0.000500632	-0.000179443	-0.001799983	-0.000580237	0.000155116	0.00025272	0.001911885	-0.000481567	-0.000242789	-0.001751912	-0.000222855	-0.000135463	-0.000223872	7.48E-05	-0.0042432	-0.001081662	-0.000422597	0.002436537	-0.001535165	-0.001814069	0.00353615	0.000364952	-0.000982827	0.002898996	-0.001372432	0.003327394	0.00363437	0.001296585	-0.002939498	0.001119691	-0.001119265	3.29E-05	-0.000408793	-3.43E-05	-0.000942118	-2.42E-05
Zbtb43	-0.001324143	-0.002361418	0.000110807	-0.000114574	0.000762587	0.000443858	-2.32E-05	-0.000488577	0.000171698	0.000806849	0.000705302	-0.000111724	-0.000659963	-0.000573971	-6.07E-07	-0.000437277	-5.05E-05	0.000920962	-0.000311161	0.000537536	0.000511674	-0.000238892	0.000849229	0.000280126	0.000173978	0.000753346	0.000704234	0.001305239	-0.003423504	0.000705104	-0.000111101	-0.00013611	0.000186583	-6.50E-05	0.000216212	0.001356891	-0.000184737	-0.000318493	0.000193579	1.30E-05	-2.87E-05	-0.000409602	0.000402303	0.000161447	-4.26E-05	0.000383182	0.000780471	-0.000500469	0.000333128	0.000863947	4.22E-05	6.29E-05	-0.003892943	-0.000264688	0.000386284	0.000180794	-0.003395458	0.000787165	0.001083089	6.21E-05	0.000916257	0.001078298	0.000768184
Zbtb45	0.001102779	-0.002003496	0.000332215	0.000324921	0.001140581	-0.000257754	-0.000149152	-0.000520161	0.001454698	0.000320375	4.39E-05	-1.98E-05	0.000136381	0.000542295	3.60E-05	0.00113723	-0.000711255	0.000428225	-0.000145191	0.000107837	0.00122297	0.000289921	0.000788972	0.000409818	-0.003533627	0.001243521	0.001064849	0.000185664	-0.001588395	-0.000168014	0.000354351	-0.004942087	0.001998034	0.001529697	0.001582453	-0.00056689	0.001161535	0.00123914	0.0011465	0.001595341	0.001861429	-0.004475093	-0.003866371	-0.002661177	0.00236635	0.001525604	-0.003675421	0.000213945	0.001008841	0.000183886	0.002237423	-7.99E-05	0.001081536	-9.08E-05	4.52E-05	0.000482638	-0.001477456	0.000141377	0.001443731	0.001111266	-0.002047902	-0.001736415	-4.36E-05
Zbtb46	0.00148138	0.000357354	0.000724231	0.002521176	-0.000290321	-0.002642685	-4.54E-05	0.000140653	-0.002718354	-0.001874429	0.004664005	-0.000625577	-0.000387904	-0.001231009	-0.000842588	-0.003604644	0.000569516	-0.000912071	-0.000164308	-0.002240576	0.000721297	0.002926196	0.001110192	0.003254918	0.00185804	0.001121715	0.000994583	-0.002510036	0.002256088	-3.97E-05	0.000944171	-0.00017102	-0.001946182	-0.000166445	-0.00179596	0.001236594	-0.003297749	0.002623524	8.96E-05	0.000111737	0.000250714	-0.002532267	0.001957938	0.000429837	-0.00236085	0.000902162	0.000390875	0.001900186	-0.000719444	-0.001779963	0.003418933	-0.00121417	0.001471746	-0.000565865	0.000120346	-0.002452574	-0.000769649	-0.000596704	-0.000162337	0.002525098	-0.00088208	-0.00045799	-0.000649129
Zbtb48	0.000955777	0.001304383	0.000510076	-6.49E-05	0.001296881	0.000430624	0.001256286	-0.000516541	-3.96E-05	-0.00010568	-0.000588893	0.000110748	-0.000306878	-0.000847028	0.000251437	0.00037498	-0.00089532	1.59E-05	-0.000808078	0.000673288	0.000372749	0.000603633	0.00098794	0.000852544	-0.000371678	-0.001560653	-0.003004322	-0.000914278	-0.002556925	0.002164312	0.002867469	-0.002308691	0.00256742	0.001845004	-0.003180008	0.00328145	-0.001034405	-0.00115521	0.002716712	-0.000620842	-0.001168565	-0.000938846	-0.001067342	-0.000329733	-0.000551652	-0.001816285	0.00174184	-0.00100197	0.002705551	0.002388172	-0.001179952	-0.000229948	0.000334311	-0.003899261	0.001066488	0.002666557	-0.002639964	-0.001846356	0.00185235	-0.001666187	-0.001515225	0.002384726	0.001393335
Zbtb49	0.000825336	0.002180136	0.000262073	-0.000565258	-0.000428722	-0.000387285	-0.001082075	-0.003555866	-0.002773142	0.003346821	0.002965488	0.005033092	0.003987611	-0.002801	-0.002743202	-0.000127353	0.006534785	-0.003176285	-0.0038783	0.001193091	-0.000316452	-0.000166957	-0.000534788	-0.001950627	-4.42E-05	-0.000442017	-8.76E-05	-0.000564123	7.84E-05	-7.81E-05	-0.000406921	-0.001227265	0.000297655	-0.000299455	0.000696596	0.000468517	0.000135761	0.000744207	-0.000516997	-0.00063823	-0.000110357	0.000897229	-6.01E-05	-0.000912946	0.00023172	-0.000463629	-0.000315232	0.001338137	-0.000728964	-0.001534436	-0.000166434	-0.001088603	0.00391712	9.23E-05	-0.000889653	-0.000898685	-0.001767055	-0.000418851	0.002137121	-0.001041135	0.003239886	-0.000308595	-0.000947852
Zbtb6	0.000403375	-0.001624204	0.000549059	0.000494251	0.000499948	-0.000138578	-0.000329717	0.000682491	0.000393362	-0.004082161	0.000709992	-0.000424434	-0.000639505	0.00326228	-9.65E-05	-0.000344212	0.000115207	0.000350298	0.0002433	5.91E-05	0.000935558	0.00042609	8.32E-05	-0.00053026	-0.003161251	0.001454701	0.00115282	-0.000266241	-0.00036465	0.00157247	-0.000682781	0.000755785	0.000755902	0.001096863	-0.000134828	0.000436223	-0.004321686	0.001472676	9.98E-05	-9.99E-06	-0.000837061	0.000332209	-0.00053865	0.000192964	0.001682537	0.00045921	0.000389506	0.00044738	-0.003721706	0.000538607	0.000875479	-7.54E-05	0.001048379	5.10E-05	0.000723764	-0.000597142	0.000341212	-0.001996831	0.000464455	-0.000354345	0.000152035	3.30E-05	0.000565227
Zbtb7a	-0.000653691	0.000406924	0.000402096	-0.002154682	-0.000579941	-0.001010975	-0.000119475	0.000784505	0.000784089	2.95E-05	0.00037036	0.000657838	-0.000128624	-0.000605552	-0.00062961	-0.000216745	0.000318417	-0.000219072	-0.000247944	0.000364721	0.000109506	-0.000168083	0.001427661	2.42E-05	0.000477977	0.000217794	0.000305413	-0.002963195	-0.001099312	0.00035156	0.000438894	0.000564801	8.77E-05	0.000233488	0.001253574	-0.001628702	-0.0005779	0.000245505	0.001621161	-0.000334641	0.000404176	-8.49E-05	0.000218922	-4.28E-05	0.00012655	0.000315071	-0.000250573	0.000587788	0.000230066	0.000693167	0.000131665	0.000431608	-0.000437951	-0.000293061	-8.47E-05	0.000197302	-0.000522218	-0.000932955	-0.001577721	0.00038305	0.002373828	0.001732495	-0.002318384
Zbtb7b	0.000647995	0.000100817	-0.000504124	0.000228429	0.001213163	0.000216162	-0.004100813	0.00542635	-0.003874285	0.000989675	0.00254057	0.000304942	0.000568311	-0.000441772	0.001096231	0.000152034	-0.00706946	0.001630069	0.001898301	-0.000817455	0.000252385	-1.86E-05	-0.000396098	-4.31E-06	-6.33E-05	2.83E-05	0.000196408	0.001125105	-0.001993573	0.000566583	0.000847251	-0.000112445	0.000146516	0.00017132	0.000689369	-0.001772355	0.000242226	-0.00023717	0.001095057	-0.000562977	-0.000106385	-0.000105741	0.000624029	0.000563171	-0.000249784	0.000690877	-0.000691651	1.41E-06	0.000127164	0.000602261	0.000510547	0.000592427	-0.000470041	1.93E-05	0.000722176	-0.000531738	-0.001611641	-0.002419114	-0.001313002	-0.000102561	0.001034574	0.00095085	0.001623876
Zbtb7c	-0.000525596	0.001548216	0.001854413	-0.000790814	0.000488893	5.76E-05	0.00080343	0.000863428	-0.000451015	-0.002643284	0.001244454	0.000791936	0.000530752	0.002743109	-0.001088402	-0.00258337	-0.000294686	-0.000850915	-0.000643735	-0.001292413	0.001143715	-0.001226328	-0.002048984	0.000196434	0.001153832	0.001942332	0.000399596	-0.002294992	-0.000327124	-0.004329432	0.003900702	2.60E-05	-0.001907229	-0.001324766	-0.000643521	0.001326034	0.00192505	0.001496141	0.000601294	-0.001381307	-0.001618096	-0.002322337	0.005724773	-0.00384707	0.003839939	-0.001198774	0.004236874	-0.0016739	-0.002200056	-0.00109614	-0.000355961	0.003426878	-0.002164874	0.000126858	0.000471763	-0.001191233	-0.000536568	-0.000162364	0.000271744	-0.000452128	-0.000615074	0.002865117	0.000223279
Zbtb8a	-0.000791984	0.002118304	-0.002273034	-0.001443202	0.000975251	0.001876816	0.002504332	-0.005361354	0.001477275	0.001651821	0.001096697	-0.003301914	-0.004442766	0.001820967	0.00217023	0.00270656	0.001816167	-0.001996006	0.003001459	-0.001373731	-0.000900336	-0.001181415	-0.001854095	0.00325412	-0.003314212	0.000913673	-0.00140176	-0.001179615	-0.001129741	0.000337007	0.001559146	-0.002753217	-0.00299269	-4.16E-05	0.002637338	-0.001151924	0.001204	0.001231635	0.001609491	-0.002116197	-0.002165294	-0.000944032	0.002106452	0.002268106	0.000311265	-0.002445316	-0.001535913	0.002244757	0.000950905	-0.000996366	7.60E-05	-0.001699531	0.001711178	0.000314135	0.000700914	0.001291761	-0.002174944	-0.00289674	0.002790875	-0.001721428	-0.000944676	0.003047594	0.00353648
Zbtb8b	0.001535655	-0.000295503	0.004138411	-0.000975438	-0.000133965	-0.000552719	-0.000145358	-0.000680855	0.000632509	-4.01E-05	-3.46E-05	-0.000738903	-6.52E-05	-0.000651332	-7.42E-05	0.000391783	0.000255204	0.000219046	-0.000339569	0.000146081	-0.000378539	0.000145255	-0.000864433	0.000529894	-0.000226411	0.000200365	-0.000141422	0.000124899	-0.000325113	-0.000355106	-0.000897949	-0.000142091	-0.000166857	-0.00018839	-0.000220249	-6.43E-06	0.000160793	-0.000361369	-0.000385007	-0.000413787	-0.000264159	0.000123389	0.000305919	0.000441916	-0.000336497	-0.000141928	2.60E-05	-0.00058746	-0.00022073	-8.55E-05	-6.43E-05	-0.000454817	-0.000308001	0.00074388	-0.000114683	-0.000427871	-0.000632929	-0.001117654	-0.000731681	-7.40E-05	-0.000253111	-0.000336769	0.004358729
Zcchc4	0.000565416	0.001253355	-0.000194638	-0.000382298	0.000368076	-0.000176632	-0.000314374	-0.000698108	0.001039546	0.000249575	-0.000906703	-0.000721194	-0.000421132	0.000821765	0.000824325	0.000842552	-0.000841891	0.001122802	0.000398126	0.002082811	-0.001532381	-0.003262434	0.000918504	-0.000209673	0.002224925	-0.002089341	-0.001674743	-0.00246495	-0.003164211	0.002679443	0.000820724	0.000207368	0.001592418	0.000375235	0.001512377	-0.000674318	-0.002697981	-0.003093536	-0.000604035	0.000749159	0.000900973	0.000347401	0.00162955	0.000957343	0.001055459	-9.33E-05	0.001104269	0.00029579	0.000210142	0.000784857	-0.000440938	0.000555813	-0.003468882	-5.00E-05	8.73E-05	0.000386251	0.002209555	0.000261867	-0.000635861	0.000224166	0.00155793	-0.002512834	0.000128628
Zeb1	0.000986083	-0.002439687	0.001754782	-0.003553482	0.000906473	0.001187503	0.000376757	4.37E-05	0.000106716	-0.00219424	0.001440164	4.16E-05	0.000913852	-0.001884017	0.001061029	-0.006456506	0.001244896	0.000811235	0.000708164	0.000714806	0.00165633	0.000693303	0.000941701	0.000268068	0.003393446	-6.37E-05	-0.001931866	0.000768866	-0.000232461	0.000972004	0.000137233	6.21E-05	0.001257954	-0.002898408	0.000937022	0.000197278	-0.000634077	0.000700422	0.000443224	0.000362782	-0.000606626	0.001402761	-0.000252846	-0.00072771	0.000782982	0.001346756	0.001179741	-0.00118876	0.001438741	-0.000850703	0.000591487	0.000694266	0.001072807	-0.000943281	-0.001738066	-0.002103543	0.000277665	0.000677775	6.64E-05	0.000465152	-0.00010398	-0.002250003	-0.000851261
Zeb2	-0.001092921	-0.00055147	0.002442016	-0.001980675	0.001754796	-0.001601316	0.001016084	0.000632971	-0.000637078	0.001033482	0.002404918	0.000494576	0.001850778	0.000271643	0.000678786	0.001793317	-0.003107788	-0.001998197	-0.004258314	0.003306341	0.001258371	0.000426953	0.000942783	0.000214735	-0.002856409	0.00130627	-0.000325558	0.000652124	0.000469636	-0.005511783	0.002065663	-3.11E-05	0.000416221	0.002525927	-8.53E-05	-2.30E-05	0.001497677	0.000579565	0.000488624	0.000579784	-0.000619985	8.24E-07	-0.000726774	-0.000212706	0.001623347	0.001943173	0.001995715	0.000531176	-0.002360377	-0.001224212	0.000639686	-0.001273191	-0.001743335	-0.001387277	-0.000985564	-0.00109754	0.000605832	0.000133326	0.001729116	-0.002536688	0.000576385	-0.002365894	0.000426168
Zfat	-0.000627164	-0.000462227	0.002305273	0.003085052	-0.000385722	-0.001464435	-0.00016152	-0.000267846	0.000556245	-0.002801392	-0.000270937	-6.19E-05	-0.000928401	0.002948288	-0.000932127	0.005957898	0.000183314	2.93E-05	-0.000841822	-0.00123109	0.001153991	-0.001790283	-0.001263509	-0.001022013	0.001891409	0.000560344	-0.001041735	-0.000265071	-0.001147381	-0.001237438	-0.000944292	-0.000430573	-0.001172871	-0.001009107	-0.000245017	0.002742513	-0.000381876	-0.00141994	-0.000322873	-0.000373266	-0.00013471	4.59E-05	-0.000957118	0.000700885	-0.000237644	0.000574879	-0.000395157	-0.000516809	-0.00047343	0.000325363	0.000451966	-0.000712053	0.000415536	0.000641244	-6.12E-05	-0.000872355	-0.00049608	-0.000782077	-0.000724437	0.000299022	0.000339744	-0.000837817	0.004922104
